,date,party,name,chamber,state,district
434,2016-11-08,r,evan jenkins,house,WV,3
435,2016-11-08,r,paul ryan,house,WI,1
436,2016-11-08,d,mark pocan,house,WI,2
437,2016-11-08,d,ron kind,house,WI,3
438,2016-11-08,d,gwen moore,house,WI,4
439,2016-11-08,r,jim sensenbrenner,house,WI,5
440,2016-11-08,r,glenn grothman,house,WI,6
441,2016-11-08,r,sean duffy,house,WI,7
442,2016-11-08,r,mike gallagher,house,WI,8
443,2016-11-08,r,liz cheney,house,WY,0
444,2014-11-04,r,bradley byrne,house,AL,1
445,2014-11-04,r,martha roby,house,AL,2
446,2014-11-04,r,mike rogers,house,AL,3
447,2014-11-04,r,robert aderholt,house,AL,4
448,2014-11-04,r,mo brooks,house,AL,5
449,2014-11-04,r,gary palmer,house,AL,6
450,2014-11-04,d,terri sewell,house,AL,7
451,2014-11-04,r,don young,house,AK,0
452,2014-11-04,d,ann kirkpatrick,house,AZ,1
453,2014-11-04,r,martha mcsally,house,AZ,2
454,2014-11-04,d,raul grijalva,house,AZ,3
455,2014-11-04,r,paul gosar,house,AZ,4
456,2014-11-04,r,matt salmon,house,AZ,5
457,2014-11-04,r,david schweikert,house,AZ,6
458,2014-11-04,d,ruben gallego,house,AZ,7
459,2014-11-04,r,trent franks,house,AZ,8
460,2014-11-04,d,kyrsten sinema,house,AZ,9
461,2014-11-04,r,rick crawford,house,AR,1
462,2014-11-04,r,french hill,house,AR,2
463,2014-11-04,r,steve womack,house,AR,3
464,2014-11-04,r,bruce westerman,house,AR,4
465,2014-11-04,r,doug lamalfa,house,CA,1
466,2014-11-04,d,jared huffman,house,CA,2
467,2014-11-04,d,john garamendi,house,CA,3
468,2014-11-04,r,tom mcclintock,house,CA,4
469,2014-11-04,d,mike thompson,house,CA,5
470,2014-11-04,d,doris matsui,house,CA,6
471,2014-11-04,d,ami bera,house,CA,7
472,2014-11-04,r,paul cook,house,CA,8
473,2014-11-04,d,jerry mcnerney,house,CA,9
474,2014-11-04,r,jeff denham,house,CA,10
475,2014-11-04,d,mark desaulnier,house,CA,11
476,2014-11-04,d,nancy pelosi,house,CA,12
477,2014-11-04,d,barbara lee,house,CA,13
478,2014-11-04,d,jackie speier,house,CA,14
479,2014-11-04,d,eric swalwell,house,CA,15
480,2014-11-04,d,jim costa,house,CA,16
481,2014-11-04,d,mike honda,house,CA,17
482,2014-11-04,d,anna eshoo,house,CA,18
483,2014-11-04,d,zoe lofgren,house,CA,19
484,2014-11-04,d,sam farr,house,CA,20
485,2014-11-04,r,david valadao,house,CA,21
486,2014-11-04,r,devin nunes,house,CA,22
487,2014-11-04,r,kevin mccarthy,house,CA,23
488,2014-11-04,d,lois capps,house,CA,24
489,2014-11-04,r,steve knight,house,CA,25
490,2014-11-04,d,julia brownley,house,CA,26
491,2014-11-04,d,judy chu,house,CA,27
492,2014-11-04,d,adam schiff,house,CA,28
493,2014-11-04,d,tony cardenas,house,CA,29
494,2014-11-04,d,brad sherman,house,CA,30
495,2014-11-04,d,pete aguilar,house,CA,31
496,2014-11-04,d,grace napolitano,house,CA,32
497,2014-11-04,d,ted lieu,house,CA,33
498,2014-11-04,d,xavier becerra,house,CA,34
499,2014-11-04,d,norma torres,house,CA,35
500,2014-11-04,d,raul ruiz,house,CA,36
501,2014-11-04,d,karen bass,house,CA,37
502,2014-11-04,d,linda sanchez,house,CA,38
503,2014-11-04,r,ed royce,house,CA,39
504,2014-11-04,d,lucille roybalallard,house,CA,40
505,2014-11-04,d,mark takano,house,CA,41
506,2014-11-04,r,ken calvert,house,CA,42
507,2014-11-04,d,maxine waters,house,CA,43
508,2014-11-04,d,janice hahn,house,CA,44
509,2014-11-04,r,mimi walters,house,CA,45
510,2014-11-04,d,loretta sanchez,house,CA,46
511,2014-11-04,d,alan lowenthal,house,CA,47
512,2014-11-04,r,dana rohrabacher,house,CA,48
513,2014-11-04,r,darrell issa,house,CA,49
514,2014-11-04,r,duncan d hunter,house,CA,50
515,2014-11-04,d,juan vargas,house,CA,51
516,2014-11-04,d,scott peters,house,CA,52
517,2014-11-04,d,susan davis,house,CA,53
518,2014-11-04,d,diana degette,house,CO,1
519,2014-11-04,d,jared polis,house,CO,2
520,2014-11-04,r,scott tipton,house,CO,3
521,2014-11-04,r,ken buck,house,CO,4
522,2014-11-04,r,doug lamborn,house,CO,5
523,2014-11-04,r,mike coffman,house,CO,6
524,2014-11-04,d,ed perlmutter,house,CO,7
525,2014-11-04,d,john larson,house,CT,1
526,2014-11-04,d,joe courtney,house,CT,2
527,2014-11-04,d,rosa delauro,house,CT,3
528,2014-11-04,d,jim himes,house,CT,4
529,2014-11-04,d,elizabeth esty,house,CT,5
530,2014-11-04,d,john carney,house,DE,0
531,2014-11-04,r,jeff miller,house,FL,1
532,2014-11-04,d,gwen graham,house,FL,2
533,2014-11-04,r,ted yoho,house,FL,3
534,2014-11-04,r,ander crenshaw,house,FL,4
535,2014-11-04,d,corrine brown,house,FL,5
536,2014-11-04,r,ron desantis,house,FL,6
537,2014-11-04,r,john mica,house,FL,7
538,2014-11-04,r,bill posey,house,FL,8
539,2014-11-04,d,alan grayson,house,FL,9
540,2014-11-04,r,daniel webster,house,FL,10
541,2014-11-04,r,rich nugent,house,FL,11
542,2014-11-04,r,gus bilirakis,house,FL,12
543,2014-11-04,r,david jolly,house,FL,13
544,2014-11-04,d,kathy castor,house,FL,14
545,2014-11-04,r,vern buchanan,house,FL,16
546,2014-11-04,r,tom rooney,house,FL,17
547,2014-11-04,d,patrick murphy,house,FL,18
548,2014-11-04,r,curt clawson,house,FL,19
549,2014-11-04,d,alcee hastings,house,FL,20
550,2014-11-04,d,ted deutch,house,FL,21
551,2014-11-04,d,lois frankel,house,FL,22
552,2014-11-04,d,debbie wasserman schultz,house,FL,23
553,2014-11-04,d,frederica wilson,house,FL,24
554,2014-11-04,r,mario diazbalart,house,FL,25
555,2014-11-04,r,carlos curbelo,house,FL,26
556,2014-11-04,r,ileana roslehtinen,house,FL,27
557,2014-11-04,r,buddy carter,house,GA,1
558,2014-11-04,d,sanford bishop,house,GA,2
559,2014-11-04,r,drew ferguson,house,GA,3
560,2014-11-04,d,hank johnson,house,GA,4
561,2014-11-04,d,john lewis,house,GA,5
562,2014-11-04,r,tom price,house,GA,6
563,2014-11-04,r,rob woodall,house,GA,7
564,2014-11-04,r,austin scott,house,GA,8
565,2014-11-04,r,doug collins,house,GA,9
566,2014-11-04,r,jody hice,house,GA,10
567,2014-11-04,r,barry loudermilk,house,GA,11
568,2014-11-04,d,david scott,house,GA,13
569,2014-11-04,r,tom graves,house,GA,14
570,2014-11-04,d,mark takai,house,HI,1
572,2014-11-04,d,tulsi gabbard,house,HI,2
573,2014-11-04,r,raul labrador,house,ID,1
574,2014-11-04,r,mike simpson,house,ID,2
575,2014-11-04,d,bobby rush,house,IL,1
576,2014-11-04,d,robin kelly,house,IL,2
577,2014-11-04,d,dan lipinski,house,IL,3
578,2014-11-04,d,luis gutierrez,house,IL,4
579,2014-11-04,d,mike quigley,house,IL,5
580,2014-11-04,r,peter roskam,house,IL,6
581,2014-11-04,d,tammy duckworth,house,IL,8
582,2014-11-04,d,jan schakowsky,house,IL,9
583,2014-11-04,r,bob dold,house,IL,10
584,2014-11-04,d,bill foster,house,IL,11
585,2014-11-04,r,mike bost,house,IL,12
586,2014-11-04,r,randy hultgren,house,IL,14
587,2014-11-04,r,john shimkus,house,IL,15
588,2014-11-04,r,adam kinzinger,house,IL,16
589,2014-11-04,d,cheri bustos,house,IL,17
590,2014-11-04,r,aaron schock,house,IL,18
591,2015-09-10,r,darin lahood,house,IL,18
592,2014-11-04,d,pete visclosky,house,IN,1
593,2014-11-04,r,jackie walorski,house,IN,2
594,2014-11-04,r,marlin stutzman,house,IN,3
595,2014-11-04,r,todd rokita,house,IN,4
596,2014-11-04,r,susan brooks,house,IN,5
597,2014-11-04,r,luke messer,house,IN,6
598,2014-11-04,d,andre carson,house,IN,7
599,2014-11-04,r,larry bucshon,house,IN,8
600,2014-11-04,r,todd young,house,IN,9
601,2014-11-04,r,rod blum,house,IA,1
602,2014-11-04,d,david loebsack,house,IA,2
603,2014-11-04,r,david young,house,IA,3
604,2014-11-04,r,steve king,house,IA,4
605,2014-11-04,r,tim huelskamp,house,KS,1
606,2014-11-04,r,lynn jenkins,house,KS,2
607,2014-11-04,r,kevin yoder,house,KS,3
608,2014-11-04,r,mike pompeo,house,KS,4
609,2014-11-04,r,ed whitfield,house,KY,1
611,2014-11-04,r,brett guthrie,house,KY,2
612,2014-11-04,d,john yarmuth,house,KY,3
613,2014-11-04,r,thomas massie,house,KY,4
614,2014-11-04,r,hal rogers,house,KY,5
615,2014-11-04,r,andy barr,house,KY,6
616,2014-11-04,r,steve scalise,house,LA,1
617,2014-11-04,d,cedric richmond,house,LA,2
618,2014-11-04,r,charles boustany,house,LA,3
619,2014-11-04,r,john fleming,house,LA,4
620,2014-11-04,r,ralph abraham,house,LA,5
621,2014-11-04,r,garret graves,house,LA,6
622,2014-11-04,d,chellie pingree,house,ME,1
623,2014-11-04,r,bruce poliquin,house,ME,2
624,2014-11-04,r,andy harris,house,MD,1
625,2014-11-04,d,dutch ruppersberger,house,MD,2
626,2014-11-04,d,john sarbanes,house,MD,3
627,2014-11-04,d,donna edwards,house,MD,4
628,2014-11-04,d,steny hoyer,house,MD,5
629,2014-11-04,d,john delaney,house,MD,6
630,2014-11-04,d,elijah cummings,house,MD,7
631,2014-11-04,d,chris van hollen,house,MD,8
632,2014-11-04,d,richard neal,house,MA,1
633,2014-11-04,d,jim mcgovern,house,MA,2
634,2014-11-04,d,niki tsongas,house,MA,3
635,2014-11-04,d,katherine clark,house,MA,5
636,2014-11-04,d,seth moulton,house,MA,6
637,2014-11-04,d,mike capuano,house,MA,7
638,2014-11-04,d,stephen lynch,house,MA,8
639,2014-11-04,r,dan benishek,house,MI,1
640,2014-11-04,r,bill huizenga,house,MI,2
641,2014-11-04,r,justin amash,house,MI,3
642,2014-11-04,r,john moolenaar,house,MI,4
643,2014-11-04,d,dan kildee,house,MI,5
644,2014-11-04,r,fred upton,house,MI,6
645,2014-11-04,r,tim walberg,house,MI,7
646,2014-11-04,r,mike bishop,house,MI,8
647,2014-11-04,d,sander levin,house,MI,9
648,2014-11-04,r,candice miller,house,MI,10
649,2014-11-04,r,dave trott,house,MI,11
650,2014-11-04,d,debbie dingell,house,MI,12
651,2014-11-04,d,john conyers,house,MI,13
652,2014-11-04,d,brenda lawrence,house,MI,14
653,2014-11-04,d,tim walz,house,MN,1
654,2014-11-04,r,john kline,house,MN,2
655,2014-11-04,r,erik paulsen,house,MN,3
656,2014-11-04,d,betty mccollum,house,MN,4
657,2014-11-04,d,keith ellison,house,MN,5
658,2014-11-04,r,tom emmer,house,MN,6
659,2014-11-04,d,collin peterson,house,MN,7
660,2014-11-04,d,rick nolan,house,MN,8
661,2014-11-04,r,alan nunnelee,house,MS,1
662,2015-06-02,r,trent kelly,house,MS,1
663,2014-11-04,d,bennie thompson,house,MS,2
664,2014-11-04,r,gregg harper,house,MS,3
665,2014-11-04,r,steven palazzo,house,MS,4
666,2014-11-04,d,lacy clay,house,MO,1
667,2014-11-04,r,ann wagner,house,MO,2
668,2014-11-04,r,blaine luetkemeyer,house,MO,3
669,2014-11-04,r,vicky hartzler,house,MO,4
670,2014-11-04,d,emanuel cleaver,house,MO,5
671,2014-11-04,r,sam graves,house,MO,6
672,2014-11-04,r,billy long,house,MO,7
673,2014-11-04,r,ryan zinke,house,MT,0
674,2014-11-04,r,jeff fortenberry,house,NE,1
675,2014-11-04,d,brad ashford,house,NE,2
676,2014-11-04,r,adrian smith,house,NE,3
677,2014-11-04,d,dina titus,house,NV,1
678,2014-11-04,r,mark amodei,house,NV,2
679,2014-11-04,r,joe heck,house,NV,3
680,2014-11-04,r,cresent hardy,house,NV,4
681,2014-11-04,r,frank guinta,house,NH,1
682,2014-11-04,d,ann mclane kuster,house,NH,2
683,2014-11-04,d,donald norcross,house,NJ,1
684,2014-11-04,r,frank lobiondo,house,NJ,2
685,2014-11-04,r,tom macarthur,house,NJ,3
686,2014-11-04,r,chris smith,house,NJ,4
687,2014-11-04,d,josh gottheimer,house,NJ,5
688,2014-11-04,d,frank pallone,house,NJ,6
689,2014-11-04,r,leonard lance,house,NJ,7
690,2014-11-04,d,albio sires,house,NJ,8
691,2014-11-04,d,bill pascrell,house,NJ,9
692,2014-11-04,d,donald payne jr,house,NJ,10
693,2014-11-04,r,rodney frelinghuysen,house,NJ,11
694,2014-11-04,d,bonnie watson coleman,house,NJ,12
695,2014-11-04,d,michelle lujan grisham,house,NM,1
696,2014-11-04,r,steve pearce,house,NM,2
697,2014-11-04,d,ben ray lujan,house,NM,3
698,2014-11-04,r,lee zeldin,house,NY,1
699,2014-11-04,d,steve israel,house,NY,3
700,2014-11-04,d,kathleen rice,house,NY,4
701,2014-11-04,d,gregory meeks,house,NY,5
702,2014-11-04,d,grace meng,house,NY,6
703,2014-11-04,d,nydia velazquez,house,NY,7
704,2014-11-04,d,hakeem jeffries,house,NY,8
705,2014-11-04,d,yvette clarke,house,NY,9
706,2014-11-04,d,jerrold nadler,house,NY,10
707,2014-11-04,r,michael grimm,house,NY,11
708,2015-05-05,r,dan donovan,house,NY,11
709,2014-11-04,d,carolyn maloney,house,NY,12
710,2014-11-04,d,charles rangel,house,NY,13
711,2014-11-04,d,joseph crowley,house,NY,14
712,2014-11-04,d,jose e serrano,house,NY,15
713,2014-11-04,d,eliot engel,house,NY,16
714,2014-11-04,d,nita lowey,house,NY,17
715,2014-11-04,d,sean patrick maloney,house,NY,18
716,2014-11-04,r,chris gibson,house,NY,19
717,2014-11-04,d,paul tonko,house,NY,20
718,2014-11-04,r,elise stefanik,house,NY,21
719,2014-11-04,r,john katko,house,NY,24
720,2014-11-04,d,louise slaughter,house,NY,25
721,2014-11-04,d,brian higgins,house,NY,26
722,2014-11-04,r,chris collins,house,NY,27
723,2014-11-04,d,g k butterfield,house,NC,1
724,2014-11-04,r,renee ellmers,house,NC,2
725,2014-11-04,r,walter b jones jr,house,NC,3
726,2014-11-04,d,david price,house,NC,4
727,2014-11-04,r,virginia foxx,house,NC,5
728,2014-11-04,r,mark walker,house,NC,6
729,2014-11-04,r,david rouzer,house,NC,7
730,2014-11-04,r,richard hudson,house,NC,8
731,2014-11-04,r,robert pittenger,house,NC,9
732,2014-11-04,r,patrick mchenry,house,NC,10
733,2014-11-04,r,mark meadows,house,NC,11
734,2014-11-04,d,alma adams,house,NC,12
735,2014-11-04,r,george holding,house,NC,13
736,2014-11-04,r,kevin cramer,house,ND,0
737,2014-11-04,r,steve chabot,house,OH,1
738,2014-11-04,r,brad wenstrup,house,OH,2
739,2014-11-04,d,joyce beatty,house,OH,3
740,2014-11-04,r,jim jordan,house,OH,4
741,2014-11-04,r,bob latta,house,OH,5
742,2014-11-04,r,bill johnson,house,OH,6
743,2014-11-04,r,bob gibbs,house,OH,7
744,2014-11-04,r,john boehner,house,OH,8
745,2016-06-07,r,warren davidson,house,OH,8
746,2014-11-04,d,marcy kaptur,house,OH,9
747,2014-11-04,r,mike turner,house,OH,10
748,2014-11-04,d,marcia fudge,house,OH,11
749,2014-11-04,r,pat tiberi,house,OH,12
750,2014-11-04,d,tim ryan,house,OH,13
751,2014-11-04,r,david joyce,house,OH,14
752,2014-11-04,r,steve stivers,house,OH,15
753,2014-11-04,r,jim renacci,house,OH,16
754,2014-11-04,r,jim bridenstine,house,OK,1
755,2014-11-04,r,markwayne mullin,house,OK,2
756,2014-11-04,r,frank lucas,house,OK,3
757,2014-11-04,r,tom cole,house,OK,4
758,2014-11-04,r,steve russell,house,OK,5
759,2014-11-04,d,suzanne bonamici,house,OR,1
760,2014-11-04,r,greg walden,house,OR,2
761,2014-11-04,d,earl blumenauer,house,OR,3
762,2014-11-04,d,peter defazio,house,OR,4
763,2014-11-04,d,kurt schrader,house,OR,5
764,2014-11-04,d,bob brady,house,PA,1
765,2014-11-04,d,chaka fattah,house,PA,2
767,2014-11-04,r,mike kelly,house,PA,3
768,2014-11-04,r,scott perry,house,PA,4
769,2014-11-04,r,glenn thompson,house,PA,5
770,2014-11-04,r,ryan costello,house,PA,6
771,2014-11-04,r,pat meehan,house,PA,7
772,2014-11-04,r,mike fitzpatrick,house,PA,8
773,2014-11-04,r,bill shuster,house,PA,9
774,2014-11-04,r,tom marino,house,PA,10
775,2014-11-04,r,lou barletta,house,PA,11
776,2014-11-04,r,keith rothfus,house,PA,12
777,2014-11-04,d,brendan boyle,house,PA,13
778,2014-11-04,r,joe pitts,house,PA,16
779,2014-11-04,d,matt cartwright,house,PA,17
780,2014-11-04,d,david cicilline,house,RI,1
781,2014-11-04,d,james langevin,house,RI,2
782,2014-11-04,r,mark sanford,house,SC,1
783,2014-11-04,r,joe wilson,house,SC,2
784,2014-11-04,r,jeff duncan,house,SC,3
785,2014-11-04,r,trey gowdy,house,SC,4
786,2014-11-04,r,mick mulvaney,house,SC,5
787,2014-11-04,d,jim clyburn,house,SC,6
788,2014-11-04,r,tom rice,house,SC,7
789,2014-11-04,r,kristi noem,house,SD,0
790,2014-11-04,r,phil roe,house,TN,1
791,2014-11-04,r,jimmy duncan,house,TN,2
792,2014-11-04,r,chuck fleischmann,house,TN,3
793,2014-11-04,r,scott desjarlais,house,TN,4
794,2014-11-04,d,jim cooper,house,TN,5
795,2014-11-04,r,diane black,house,TN,6
796,2014-11-04,r,marsha blackburn,house,TN,7
797,2014-11-04,r,stephen fincher,house,TN,8
798,2014-11-04,d,steve cohen,house,TN,9
799,2014-11-04,r,louie gohmert,house,TX,1
800,2014-11-04,r,ted poe,house,TX,2
801,2014-11-04,r,sam johnson,house,TX,3
802,2014-11-04,r,john ratcliffe,house,TX,4
803,2014-11-04,r,jeb hensarling,house,TX,5
804,2014-11-04,r,joe barton,house,TX,6
805,2014-11-04,r,john culberson,house,TX,7
806,2014-11-04,r,kevin brady,house,TX,8
807,2014-11-04,d,al green,house,TX,9
808,2014-11-04,r,michael mccaul,house,TX,10
809,2014-11-04,r,mike conaway,house,TX,11
810,2014-11-04,r,kay granger,house,TX,12
811,2014-11-04,r,mac thornberry,house,TX,13
812,2014-11-04,r,randy weber,house,TX,14
813,2014-11-04,d,ruben hinojosa,house,TX,15
814,2014-11-04,d,beto orourke,house,TX,16
815,2014-11-04,r,bill flores,house,TX,17
816,2014-11-04,d,sheila jackson lee,house,TX,18
817,2014-11-04,r,randy neugebauer,house,TX,19
818,2014-11-04,d,joaquin castro,house,TX,20
819,2014-11-04,r,pete olson,house,TX,22
820,2014-11-04,r,will hurd,house,TX,23
821,2014-11-04,r,kenny marchant,house,TX,24
822,2014-11-04,r,roger williams,house,TX,25
823,2014-11-04,r,blake farenthold,house,TX,27
824,2014-11-04,d,henry cuellar,house,TX,28
825,2014-11-04,d,gene green,house,TX,29
826,2014-11-04,d,eddie bernice johnson,house,TX,30
827,2014-11-04,r,john carter,house,TX,31
828,2014-11-04,r,pete sessions,house,TX,32
829,2014-11-04,d,marc veasey,house,TX,33
830,2014-11-04,d,filemon vela jr,house,TX,34
831,2014-11-04,d,lloyd doggett,house,TX,35
832,2014-11-04,r,brian babin,house,TX,36
833,2014-11-04,r,rob bishop,house,UT,1
834,2014-11-04,r,chris stewart,house,UT,2
835,2014-11-04,r,jason chaffetz,house,UT,3
836,2014-11-04,r,mia love,house,UT,4
837,2014-11-04,d,peter welch,house,VT,0
838,2014-11-04,r,rob wittman,house,VA,1
839,2014-11-04,r,scott rigell,house,VA,2
840,2014-11-04,d,bobby scott,house,VA,3
841,2014-11-04,r,randy forbes,house,VA,4
842,2014-11-04,r,robert hurt,house,VA,5
843,2014-11-04,r,bob goodlatte,house,VA,6
844,2014-11-04,r,dave brat,house,VA,7
845,2014-11-04,d,don beyer,house,VA,8
846,2014-11-04,r,morgan griffith,house,VA,9
847,2014-11-04,r,barbara comstock,house,VA,10
848,2014-11-04,d,gerry connolly,house,VA,11
849,2014-11-04,d,suzan delbene,house,WA,1
850,2014-11-04,d,rick larsen,house,WA,2
851,2014-11-04,r,jaime herrera beutler,house,WA,3
852,2014-11-04,r,dan newhouse,house,WA,4
853,2014-11-04,r,cathy mcmorris rodgers,house,WA,5
854,2014-11-04,d,derek kilmer,house,WA,6
855,2014-11-04,d,jim mcdermott,house,WA,7
856,2014-11-04,r,dave reichert,house,WA,8
857,2014-11-04,d,adam smith,house,WA,9
858,2014-11-04,d,dennis heck,house,WA,10
859,2014-11-04,r,david mckinley,house,WV,1
860,2014-11-04,r,alex mooney,house,WV,2
861,2014-11-04,r,evan jenkins,house,WV,3
862,2014-11-04,r,paul ryan,house,WI,1
863,2014-11-04,d,mark pocan,house,WI,2
864,2014-11-04,d,ron kind,house,WI,3
865,2014-11-04,d,gwen moore,house,WI,4
866,2014-11-04,r,jim sensenbrenner,house,WI,5
867,2014-11-04,r,glenn grothman,house,WI,6
868,2014-11-04,r,sean duffy,house,WI,7
869,2014-11-04,r,reid ribble,house,WI,8
870,2014-11-04,r,cynthia lummis,house,WY,0
871,2012-11-06,r,jo bonner,house,AL,1
