,date,party,name,chamber,state,district
872,2014-01-07,r,bradley byrne,house,AL,1
873,2012-11-06,r,martha roby,house,AL,2
874,2012-11-06,r,mike rogers,house,MI,3
875,2012-11-06,r,mike rogers,house,MI,8
876,2012-11-06,r,robert aderholt,house,AL,4
877,2012-11-06,r,mo brooks,house,AL,5
878,2012-11-06,r,spencer bachus,house,AL,6
879,2012-11-06,d,terri sewell,house,AL,7
880,2012-11-06,r,don young,house,AK,0
881,2012-11-06,d,ann kirkpatrick,house,AZ,1
882,2012-11-06,d,ron barber,house,AZ,2
883,2012-11-06,d,raul grijalva,house,AZ,3
884,2012-11-06,r,paul gosar,house,AZ,4
885,2012-11-06,r,matt salmon,house,AZ,5
886,2012-11-06,r,david schweikert,house,AZ,6
887,2012-11-06,d,ed pastor,house,AZ,7
888,2012-11-06,r,trent franks,house,AZ,8
889,2012-11-06,d,kyrsten sinema,house,AZ,9
890,2012-11-06,r,rick crawford,house,AR,1
891,2012-11-06,r,timothy griffin,house,AR,2
892,2012-11-06,r,steve womack,house,AR,3
893,2012-11-06,r,tom cotton,house,AR,4
894,2012-11-06,r,doug lamalfa,house,CA,1
895,2012-11-06,d,jared huffman,house,CA,2
896,2012-11-06,d,john garamendi,house,CA,3
897,2012-11-06,r,tom mcclintock,house,CA,4
898,2012-11-06,d,mike thompson,house,CA,5
899,2012-11-06,d,doris matsui,house,CA,6
900,2012-11-06,d,ami bera,house,CA,7
901,2012-11-06,r,paul cook,house,CA,8
902,2012-11-06,d,jerry mcnerney,house,CA,9
903,2012-11-06,r,jeff denham,house,CA,10
904,2012-11-06,d,george miller,house,CA,11
905,2012-11-06,d,nancy pelosi,house,CA,12
906,2012-11-06,d,barbara lee,house,CA,13
907,2012-11-06,d,jackie speier,house,CA,14
908,2012-11-06,d,eric swalwell,house,CA,15
909,2012-11-06,d,jim costa,house,CA,16
910,2012-11-06,d,mike honda,house,CA,17
911,2012-11-06,d,anna eshoo,house,CA,18
912,2012-11-06,d,zoe lofgren,house,CA,19
913,2012-11-06,d,sam farr,house,CA,20
914,2012-11-06,r,david valadao,house,CA,21
915,2012-11-06,r,devin nunes,house,CA,22
916,2012-11-06,r,kevin mccarthy,house,CA,23
917,2012-11-06,d,lois capps,house,CA,24
918,2012-11-06,r,buck mckeon,house,CA,25
919,2012-11-06,d,julia brownley,house,CA,26
920,2012-11-06,d,judy chu,house,CA,27
921,2012-11-06,d,adam schiff,house,CA,28
922,2012-11-06,d,tony cardenas,house,CA,29
923,2012-11-06,d,brad sherman,house,CA,30
924,2012-11-06,r,gary miller,house,CA,31
925,2012-11-06,d,grace napolitano,house,CA,32
926,2012-11-06,d,henry waxman,house,CA,33
927,2012-11-06,d,xavier becerra,house,CA,34
928,2012-11-06,d,gloria negrete mcleod,house,CA,35
929,2012-11-06,d,raul ruiz,house,CA,36
930,2012-11-06,d,karen bass,house,CA,37
931,2012-11-06,d,linda sanchez,house,CA,38
932,2012-11-06,r,ed royce,house,CA,39
933,2012-11-06,d,lucille roybalallard,house,CA,40
934,2012-11-06,d,mark takano,house,CA,41
935,2012-11-06,r,ken calvert,house,CA,42
936,2012-11-06,d,maxine waters,house,CA,43
937,2012-11-06,d,janice hahn,house,CA,44
938,2012-11-06,d,loretta sanchez,house,CA,46
939,2012-11-06,d,alan lowenthal,house,CA,47
940,2012-11-06,r,dana rohrabacher,house,CA,48
941,2012-11-06,r,darrell issa,house,CA,49
942,2012-11-06,r,duncan d hunter,house,CA,50
943,2012-11-06,d,juan vargas,house,CA,51
944,2012-11-06,d,scott peters,house,CA,52
945,2012-11-06,d,susan davis,house,CA,53
946,2012-11-06,d,diana degette,house,CO,1
947,2012-11-06,d,jared polis,house,CO,2
948,2012-11-06,r,scott tipton,house,CO,3
949,2012-11-06,r,cory gardner,house,CO,4
950,2012-11-06,r,doug lamborn,house,CO,5
951,2012-11-06,r,mike coffman,house,CO,6
952,2012-11-06,d,ed perlmutter,house,CO,7
953,2012-11-06,d,john larson,house,CT,1
954,2012-11-06,d,joe courtney,house,CT,2
955,2012-11-06,d,rosa delauro,house,CT,3
956,2012-11-06,d,jim himes,house,CT,4
957,2012-11-06,d,elizabeth esty,house,CT,5
958,2012-11-06,d,john carney,house,DE,0
959,2012-11-06,r,jeff miller,house,FL,1
960,2012-11-06,r,steve southerland,house,FL,2
961,2012-11-06,r,ted yoho,house,FL,3
962,2012-11-06,r,ander crenshaw,house,FL,4
963,2012-11-06,d,corrine brown,house,FL,5
964,2012-11-06,r,ron desantis,house,FL,6
965,2012-11-06,r,john mica,house,FL,7
966,2012-11-06,r,bill posey,house,FL,8
967,2012-11-06,d,alan grayson,house,FL,9
968,2012-11-06,r,daniel webster,house,FL,10
969,2012-11-06,r,rich nugent,house,FL,11
970,2012-11-06,r,gus bilirakis,house,FL,12
971,2012-11-06,r,bill young,house,FL,13
972,2014-03-13,r,david jolly,house,FL,13
973,2012-11-06,d,kathy castor,house,FL,14
974,2012-11-06,r,vern buchanan,house,FL,16
975,2012-11-06,r,tom rooney,house,FL,17
976,2012-11-06,d,patrick murphy,house,FL,18
977,2012-11-06,r,trey radel,house,FL,19
978,2014-06-25,r,curt clawson,house,FL,19
979,2012-11-06,d,alcee hastings,house,FL,20
980,2012-11-06,d,ted deutch,house,FL,21
981,2012-11-06,d,lois frankel,house,FL,22
982,2012-11-06,d,debbie wasserman schultz,house,FL,23
983,2012-11-06,d,frederica wilson,house,FL,24
984,2012-11-06,r,mario diazbalart,house,FL,25
985,2012-11-06,d,joe garcia,house,FL,26
986,2012-11-06,r,ileana roslehtinen,house,FL,27
987,2012-11-06,r,jack kingston,house,GA,1
988,2012-11-06,d,sanford bishop,house,GA,2
989,2012-11-06,r,lynn westmoreland,house,GA,3
990,2012-11-06,d,hank johnson,house,GA,4
991,2012-11-06,d,john lewis,house,GA,5
992,2012-11-06,r,tom price,house,GA,6
993,2012-11-06,r,rob woodall,house,GA,7
994,2012-11-06,r,austin scott,house,GA,8
995,2012-11-06,r,doug collins,house,GA,9
996,2012-11-06,r,paul broun,house,GA,10
997,2012-11-06,r,phil gingrey,house,GA,11
998,2012-11-06,d,john barrow,house,GA,12
999,2012-11-06,d,david scott,house,GA,13
1000,2012-11-06,r,tom graves,house,GA,14
1001,2012-11-06,d,colleen hanabusa,house,HI,1
1002,2012-11-06,d,tulsi gabbard,house,HI,2
1003,2012-11-06,r,raul labrador,house,ID,1
1004,2012-11-06,r,mike simpson,house,ID,2
1005,2012-11-06,d,bobby rush,house,IL,1
1006,2012-11-06,d,robin kelly,house,IL,2
1007,2012-11-06,d,dan lipinski,house,IL,3
1008,2012-11-06,d,luis gutierrez,house,IL,4
1009,2012-11-06,d,mike quigley,house,IL,5
1010,2012-11-06,r,peter roskam,house,IL,6
1011,2012-11-06,d,danny k davis,house,IL,7
1012,2012-11-06,d,tammy duckworth,house,IL,8
1013,2012-11-06,d,jan schakowsky,house,IL,9
1014,2012-11-06,d,brad schneider,house,IL,10
1015,2012-11-06,d,bill foster,house,IL,11
1016,2012-11-06,d,william enyart,house,IL,12
1017,2012-11-06,r,rodney l davis,house,IL,13
1018,2012-11-06,r,randy hultgren,house,IL,14
1019,2012-11-06,r,john shimkus,house,IL,15
1020,2012-11-06,r,adam kinzinger,house,IL,16
1021,2012-11-06,d,cheri bustos,house,IL,17
1022,2012-11-06,r,aaron schock,house,IL,18
1023,2012-11-06,d,pete visclosky,house,IN,1
1024,2012-11-06,r,jackie walorski,house,IN,2
1025,2012-11-06,r,marlin stutzman,house,IN,3
1026,2012-11-06,r,todd rokita,house,IN,4
1027,2012-11-06,r,susan brooks,house,IN,5
1028,2012-11-06,r,luke messer,house,IN,6
1029,2012-11-06,d,andre carson,house,IN,7
1030,2012-11-06,r,larry bucshon,house,IN,8
1031,2012-11-06,r,todd young,house,IN,9
1032,2012-11-06,d,bruce braley,house,IA,1
1033,2012-11-06,d,david loebsack,house,IA,2
1034,2012-11-06,r,tom latham,house,IA,3
1035,2012-11-06,r,steve king,house,IA,4
1036,2012-11-06,r,tim huelskamp,house,KS,1
1037,2012-11-06,r,lynn jenkins,house,KS,2
1038,2012-11-06,r,kevin yoder,house,KS,3
1039,2012-11-06,r,mike pompeo,house,KS,4
1040,2012-11-06,r,ed whitfield,house,KY,1
1041,2012-11-06,r,brett guthrie,house,KY,2
1042,2012-11-06,d,john yarmuth,house,KY,3
1043,2012-11-06,r,thomas massie,house,KY,4
1044,2012-11-06,r,hal rogers,house,KY,5
1045,2012-11-06,r,andy barr,house,KY,6
1046,2012-11-06,r,steve scalise,house,LA,1
1047,2012-11-06,d,cedric richmond,house,LA,2
1048,2012-11-06,r,charles boustany,house,LA,3
1049,2012-11-06,r,john fleming,house,LA,4
1050,2012-11-06,r,rodney alexander,house,LA,5
1051,2013-11-21,r,vance mcallister,house,LA,5
1052,2012-11-06,r,bill cassidy,house,LA,6
1053,2012-11-06,d,chellie pingree,house,ME,1
1054,2012-11-06,d,mike michaud,house,ME,2
1055,2012-11-06,d,dutch ruppersberger,house,MD,2
1056,2012-11-06,d,john sarbanes,house,MD,3
1057,2012-11-06,d,donna edwards,house,MD,4
1058,2012-11-06,d,steny hoyer,house,MD,5
1059,2012-11-06,d,elijah cummings,house,MD,7
1060,2012-11-06,d,chris van hollen,house,MD,8
1061,2012-11-06,d,richard neal,house,MA,1
1062,2012-11-06,d,jim mcgovern,house,MA,2
1063,2012-11-06,d,niki tsongas,house,MA,3
1064,2012-11-06,d,joseph p kennedy iii,house,MA,4
1065,2012-11-06,d,ed markey,house,MA,5
1066,2013-12-12,d,katherine clark,house,MA,5
1067,2012-11-06,d,mike capuano,house,MA,7
1068,2012-11-06,d,stephen lynch,house,MA,8
1069,2012-11-06,r,dan benishek,house,MI,1
1070,2012-11-06,r,bill huizenga,house,MI,2
1071,2012-11-06,r,justin amash,house,MI,3
1072,2012-11-06,r,dave camp,house,MI,4
1073,2012-11-06,d,dan kildee,house,MI,5
1074,2012-11-06,r,fred upton,house,MI,6
1075,2012-11-06,r,tim walberg,house,MI,7
1076,2012-11-06,d,sander levin,house,MI,9
1077,2012-11-06,r,candice miller,house,MI,10
1078,2012-11-06,r,kerry bentivolio,house,MI,11
1079,2012-11-06,d,john dingell,house,MI,12
1080,2012-11-06,d,john conyers,house,MI,13
1081,2012-11-06,d,gary peters,house,MI,14
1082,2012-11-06,d,tim walz,house,MN,1
1083,2012-11-06,r,john kline,house,MN,2
1084,2012-11-06,r,erik paulsen,house,MN,3
1085,2012-11-06,d,betty mccollum,house,MN,4
1086,2012-11-06,d,keith ellison,house,MN,5
1087,2012-11-06,r,michele bachmann,house,MN,6
1088,2012-11-06,d,collin peterson,house,MN,7
1089,2012-11-06,d,rick nolan,house,MN,8
1090,2012-11-06,r,alan nunnelee,house,MS,1
1091,2012-11-06,d,bennie thompson,house,MS,2
1092,2012-11-06,r,gregg harper,house,MS,3
1093,2012-11-06,r,steven palazzo,house,MS,4
1094,2012-11-06,d,lacy clay,house,MO,1
1095,2012-11-06,r,ann wagner,house,MO,2
1096,2012-11-06,r,blaine luetkemeyer,house,MO,3
1097,2012-11-06,r,vicky hartzler,house,MO,4
1098,2012-11-06,d,emanuel cleaver,house,MO,5
1099,2012-11-06,r,sam graves,house,MO,6
1100,2012-11-06,r,billy long,house,MO,7
1101,2012-11-06,r,jo ann emerson,house,MO,8
1102,2013-06-04,r,jason t smith,house,MO,8
1103,2012-11-06,r,steve daines,house,MT,0
1104,2012-11-06,r,jeff fortenberry,house,NE,1
1105,2012-11-06,r,lee terry,house,NE,2
1106,2012-11-06,r,adrian m smith,house,NE,3
1107,2012-11-06,d,dina titus,house,NV,1
1108,2012-11-06,r,mark amodei,house,NV,2
1109,2012-11-06,r,joe heck,house,NV,3
1110,2012-11-06,d,steven horsford,house,NV,4
1111,2012-11-06,d,carol sheaporter,house,NH,1
1112,2012-11-06,d,ann mclane kuster,house,NH,2
1113,2012-11-06,d,rob andrews,house,NJ,1
1114,2014-11-12,d,donald norcross,house,NJ,1
1115,2012-11-06,r,frank lobiondo,house,NJ,2
1116,2012-11-06,r,jon runyan,house,NJ,3
1117,2012-11-06,r,chris smith,house,NJ,4
1118,2012-11-06,r,scott garrett,house,NJ,5
1119,2012-11-06,d,frank pallone,house,NJ,6
1120,2012-11-06,r,leonard lance,house,NJ,7
1121,2012-11-06,d,albio sires,house,NJ,8
1122,2012-11-06,d,bill pascrell,house,NJ,9
1123,2012-11-06,d,donald payne jr,house,NJ,10
1124,2012-11-06,r,rodney frelinghuysen,house,NJ,11
1125,2012-11-06,d,rush holt jr,house,NJ,12
1126,2012-11-06,d,michelle lujan grisham,house,NM,1
1127,2012-11-06,r,steve pearce,house,NM,2
1128,2012-11-06,d,ben ray lujan,house,NM,3
1129,2012-11-06,d,timothy bishop,house,NY,1
1130,2012-11-06,d,steve israel,house,NY,3
1131,2012-11-06,d,carolyn mccarthy,house,NY,4
1132,2012-11-06,d,gregory meeks,house,NY,5
1133,2012-11-06,d,grace meng,house,NY,6
1134,2012-11-06,d,nydia velazquez,house,NY,7
1135,2012-11-06,d,hakeem jeffries,house,NY,8
1136,2012-11-06,d,yvette clarke,house,NY,9
1137,2012-11-06,d,jerrold nadler,house,NY,10
1138,2012-11-06,r,michael grimm,house,NY,11
1139,2012-11-06,d,carolyn maloney,house,NY,12
1140,2012-11-06,d,charles rangel,house,NY,13
1141,2012-11-06,d,jose e serrano,house,NY,15
1142,2012-11-06,d,eliot engel,house,NY,16
1143,2012-11-06,d,nita lowey,house,NY,17
1144,2012-11-06,d,sean patrick maloney,house,NY,18
1145,2012-11-06,r,chris gibson,house,NY,19
1146,2012-11-06,d,paul tonko,house,NY,20
1147,2012-11-06,d,bill owens,house,NY,21
1148,2012-11-06,d,daniel maffei,house,NY,24
1149,2012-11-06,d,louise slaughter,house,NY,25
1150,2012-11-06,d,brian higgins,house,NY,26
1151,2012-11-06,r,chris collins,house,NY,27
1152,2012-11-06,d,g k butterfield,house,NC,1
1153,2012-11-06,r,renee ellmers,house,NC,2
1154,2012-11-06,r,walter jones jr,house,NC,3
1155,2012-11-06,d,david price,house,NC,4
1156,2012-11-06,r,virginia foxx,house,NC,5
1157,2012-11-06,r,howard coble,house,NC,6
1158,2012-11-06,d,mike mcintyre,house,NC,7
1159,2012-11-06,r,richard hudson,house,NC,8
1160,2012-11-06,r,robert pittenger,house,NC,9
1161,2012-11-06,r,patrick mchenry,house,NC,10
1162,2012-11-06,r,mark meadows,house,NC,11
1163,2012-11-06,d,mel watt,house,NC,12
1164,2014-11-12,d,alma adams,house,NC,12
1165,2012-11-06,r,george holding,house,NC,13
1166,2012-11-06,r,kevin cramer,house,ND,0
1167,2012-11-06,r,steve chabot,house,OH,1
1168,2012-11-06,r,brad wenstrup,house,OH,2
1169,2012-11-06,d,joyce beatty,house,OH,3
1170,2012-11-06,r,jim jordan,house,OH,4
1171,2012-11-06,r,bob latta,house,OH,5
1172,2012-11-06,r,bill johnson,house,OH,6
1173,2012-11-06,r,bob gibbs,house,OH,7
1174,2012-11-06,r,john boehner,house,OH,8
1175,2012-11-06,d,marcy kaptur,house,OH,9
1176,2012-11-06,r,mike turner,house,OH,10
1177,2012-11-06,d,marcia fudge,house,OH,11
1178,2012-11-06,r,pat tiberi,house,OH,12
1179,2012-11-06,d,tim ryan,house,OH,13
1180,2012-11-06,r,david joyce,house,OH,14
1181,2012-11-06,r,steve stivers,house,OH,15
1182,2012-11-06,r,jim renacci,house,OH,16
1183,2012-11-06,r,jim bridenstine,house,OK,1
1184,2012-11-06,r,markwayne mullin,house,OK,2
1185,2012-11-06,r,frank lucas,house,OK,3
1186,2012-11-06,r,tom cole,house,OK,4
1187,2012-11-06,r,james lankford,house,OK,5
1188,2012-11-06,d,suzanne bonamici,house,OR,1
1189,2012-11-06,r,greg walden,house,OR,2
1190,2012-11-06,d,earl blumenauer,house,OR,3
1191,2012-11-06,d,peter defazio,house,OR,4
1192,2012-11-06,d,kurt schrader,house,OR,5
1193,2012-11-06,d,bob brady,house,PA,1
1194,2012-11-06,d,chaka fattah,house,PA,2
1195,2012-11-06,r,mike kelly,house,PA,3
1196,2012-11-06,r,scott perry,house,PA,4
1197,2012-11-06,r,glenn thompson,house,PA,5
1198,2012-11-06,r,jim gerlach,house,PA,6
1199,2012-11-06,r,pat meehan,house,PA,7
1200,2012-11-06,r,mike fitzpatrick,house,PA,8
1201,2012-11-06,r,bill shuster,house,PA,9
1202,2012-11-06,r,tom marino,house,PA,10
1203,2012-11-06,r,lou barletta,house,PA,11
1204,2012-11-06,r,keith rothfus,house,PA,12
1205,2012-11-06,d,allyson schwartz,house,PA,13
1206,2012-11-06,d,michael f doyle,house,PA,14
1207,2012-11-06,r,joseph r pitts,house,PA,16
1208,2012-11-06,d,matt cartwright,house,PA,17
1209,2012-11-06,r,timothy f murphy,house,PA,18
1210,2012-11-06,d,david cicilline,house,RI,1
1211,2012-11-06,d,james langevin,house,RI,2
1212,2012-11-06,r,mark sanford,house,SC,1
1213,2012-11-06,r,joe wilson,house,SC,2
1214,2012-11-06,r,jeff duncan,house,SC,3
1215,2012-11-06,r,trey gowdy,house,SC,4
1216,2012-11-06,r,mick mulvaney,house,SC,5
1217,2012-11-06,d,jim clyburn,house,SC,6
1218,2012-11-06,r,tom rice,house,SC,7
1219,2012-11-06,r,kristi noem,house,SD,0
1220,2012-11-06,r,phil roe,house,TN,1
1221,2012-11-06,r,jimmy duncan,house,TN,2
1222,2012-11-06,r,chuck fleischmann,house,TN,3
1223,2012-11-06,r,scott desjarlais,house,TN,4
1224,2012-11-06,d,jim cooper,house,TN,5
1225,2012-11-06,r,diane black,house,TN,6
1226,2012-11-06,r,marsha blackburn,house,TN,7
1227,2012-11-06,r,stephen fincher,house,TN,8
1228,2012-11-06,d,steve cohen,house,TN,9
1229,2012-11-06,r,louie gohmert,house,TX,1
1230,2012-11-06,r,ted poe,house,TX,2
1231,2012-11-06,r,sam johnson,house,TX,3
1232,2012-11-06,r,ralph hall,house,TX,4
1233,2012-11-06,r,jeb hensarling,house,TX,5
1234,2012-11-06,r,joe barton,house,TX,6
1235,2012-11-06,r,john culberson,house,TX,7
1236,2012-11-06,r,kevin brady,house,TX,8
1237,2012-11-06,d,al green,house,TX,9
1238,2012-11-06,r,michael mccaul,house,TX,10
1239,2012-11-06,r,mike conaway,house,TX,11
1240,2012-11-06,r,kay granger,house,TX,12
1241,2012-11-06,r,mac thornberry,house,TX,13
1242,2012-11-06,r,randy weber,house,TX,14
1243,2012-11-06,d,ruben hinojosa,house,TX,15
1244,2012-11-06,d,beto orourke,house,TX,16
1245,2012-11-06,r,bill flores,house,TX,17
1246,2012-11-06,d,sheila jackson lee,house,TX,18
1247,2012-11-06,r,randy neugebauer,house,TX,19
1248,2012-11-06,d,joaquin castro,house,TX,20
1249,2012-11-06,r,lamar s smith,house,TX,21
1250,2012-11-06,r,pete olson,house,TX,22
1251,2012-11-06,d,pete gallego,house,TX,23
1252,2012-11-06,r,kenny marchant,house,TX,24
1253,2012-11-06,r,roger williams,house,TX,25
1254,2012-11-06,r,michael c burgess,house,TX,26
1255,2012-11-06,r,blake farenthold,house,TX,27
1256,2012-11-06,d,henry cuellar,house,TX,28
1257,2012-11-06,d,gene green,house,TX,29
1258,2012-11-06,d,eddie bernice johnson,house,TX,30
1259,2012-11-06,r,john carter,house,TX,31
1260,2012-11-06,r,pete sessions,house,TX,32
1261,2012-11-06,d,marc veasey,house,TX,33
1262,2012-11-06,d,filemon vela jr,house,TX,34
1263,2012-11-06,d,lloyd doggett,house,TX,35
1264,2012-11-06,r,steve stockman,house,TX,36
1265,2012-11-06,r,rob bishop,house,UT,1
1266,2012-11-06,r,chris stewart,house,UT,2
1267,2012-11-06,r,jason chaffetz,house,UT,3
1268,2012-11-06,d,jim matheson,house,UT,4
1269,2012-11-06,d,peter welch,house,VT,0
1270,2012-11-06,r,rob wittman,house,VA,1
1271,2012-11-06,r,scott rigell,house,VA,2
1272,2012-11-06,d,bobby scott,house,VA,3
1273,2012-11-06,r,randy forbes,house,VA,4
1274,2012-11-06,r,robert hurt,house,VA,5
1275,2012-11-06,r,bob goodlatte,house,VA,6
1276,2012-11-06,r,eric cantor,house,VA,7
1277,2014-11-12,r,dave brat,house,VA,7
1278,2012-11-06,d,jim moran,house,VA,8
1279,2012-11-06,r,morgan griffith,house,VA,9
1280,2012-11-06,r,frank wolf,house,VA,10
1281,2012-11-06,d,gerry connolly,house,VA,11
1282,2012-11-06,d,suzan delbene,house,WA,1
1283,2012-11-06,d,rick larsen,house,WA,2
1284,2012-11-06,r,jaime herrera beutler,house,WA,3
1285,2012-11-06,r,doc hastings,house,WA,4
1286,2012-11-06,r,cathy mcmorris rodgers,house,WA,5
1287,2012-11-06,d,derek kilmer,house,WA,6
1288,2012-11-06,d,jim mcdermott,house,WA,7
1289,2012-11-06,r,dave reichert,house,WA,8
1290,2012-11-06,d,adam smith,house,WA,9
1291,2012-11-06,d,dennis heck,house,WA,10
1292,2012-11-06,r,david mckinley,house,WV,1
1293,2012-11-06,r,shelley moore capito,house,WV,2
1294,2012-11-06,d,nick rahall,house,WV,3
1295,2012-11-06,r,paul ryan,house,WI,1
1296,2012-11-06,d,mark pocan,house,WI,2
1297,2012-11-06,d,ron kind,house,WI,3
